filepath,result,solve_time_seconds,num_vars,num_assertions,num_uninterpreted_funcs,num_func_applications,max_func_nesting_depth,ast_node_count,max_depth,num_arith_ops,file_size_bytes
mathsat/Hash/hash_uns_03_06.smt2,unsat,0.0001,3,1,6,99,1,440,47,64,2514
wisas/xs_7_17.smt2,unsat,1.1122,13,1,3,172,1,969,19,217,4912
mathsat/Wisa/xs-16-13-4-1-4-5.smt2,sat,1.3726,13,1,3,324,1,1682,132,387,8958
mathsat/EufLaArithmetic/medium/medium20.smt2,unsat,1.4613,3,1,3,496,4,3220,509,573,12920
mathsat/Wisa/xs-11-07-3-4-2-3.smt2,sat,1.3812,13,1,3,224,1,1192,92,277,6502
wisas/xs_18_18.smt2,sat,1.3678,13,1,3,436,1,2311,30,503,10919
mathsat/Wisa/xs-18-09-1-5-4-4.smt2,sat,1.4073,13,1,3,364,1,1878,148,431,9978
20230314-Jaroslav-Bendik-Certora/63058_aa742630eef64f949de269382c1f9035_25_UFLIA.smt2,unsat,1.2213,260,575,13,1785,1,16255,22,3901,68459
mathsat/Wisa/xs-07-06-4-1-5-3.smt2,sat,1.3785,13,1,3,144,1,800,60,189,4577
mathsat/Hash/hash_sat_09_18.smt2,sat,0.9456,9,1,18,2760,3,11421,866,1483,51692
TwoSquares/smtlib.602046.smt2,unsat,0.0001,3,3,0,0,0,15,4,5,522
mathsat/Wisa/xs-08-14-2-3-3-5.smt2,unsat,1.2733,13,1,3,164,1,898,68,211,5056
wisas/xs_39_59.smt2,sat,1.3212,13,1,3,940,1,4873,51,1049,22647
mathsat/Hash/hash_sat_04_11.smt2,sat,0.9935,4,1,11,314,3,1359,126,191,6965
wisas/xs_19_39.smt2,unsat,2.3553,13,1,3,460,1,2433,31,529,11479
20230314-Jaroslav-Bendik-Certora/44289_b077fc096b3d41cba49f8628caff7fa5_16_QF_UFLIA.smt2,unknown,10.0614,1935,10083,52,26245,2,434212,104,137088,719325
wisas/xs_27_37.smt2,sat,1.4277,13,1,3,652,1,3409,39,737,15945
wisas/xs_28_28.smt2,sat,1.3786,13,1,3,676,1,3531,40,763,16504
mathsat/Hash/hash_sat_10_15.smt2,sat,1.0409,10,1,15,2856,3,11837,892,1527,53167
mathsat/Wisa/xs-16-18-1-4-4-3.smt2,sat,1.3776,13,1,3,324,1,1682,132,387,8958
mathsat/Wisa/xs-07-13-5-3-2-1.smt2,unsat,1.2230,13,1,3,144,1,800,60,189,4580
wisas/xs_26_26.smt2,sat,1.3886,13,1,3,628,1,3287,38,711,15387
mathsat/Hash/hash_sat_05_04.smt2,sat,1.4831,5,1,4,186,3,847,82,117,4237
mathsat/Wisa/xs-12-19-1-4-1-2.smt2,sat,1.3833,13,1,3,244,1,1290,100,299,6988
mathsat/Wisa/xs-16-11-2-1-5-2.smt2,sat,1.3749,13,1,3,324,1,1682,132,387,8958
mathsat/Wisa/xs-15-07-3-1-5-5.smt2,sat,1.3778,13,1,3,304,1,1584,124,365,8451
mathsat/EufLaArithmetic/medium/medium14.smt2,unsat,1.3798,3,1,3,268,4,1786,275,327,7130
mathsat/Hash/hash_sat_03_17.smt2,sat,1.0962,3,1,17,261,3,1134,113,166,6367
mathsat/Wisa/xs-13-06-1-1-2-4.smt2,sat,1.3826,13,1,3,264,1,1388,108,321,7472
mathsat/Wisa/xs-07-05-5-2-3-5.smt2,unsat,1.2238,13,1,3,144,1,800,60,189,4579
20230314-Jaroslav-Bendik-Certora/65782_cd31513fdcd15701933b_8_QF_UFLIA.smt2,sat,1.8338,251,681,12,2008,2,18653,26,4765,61730
mathsat/Wisa/xs-09-13-2-3-1-3.smt2,unsat,1.2731,13,1,3,184,1,996,76,233,5537
mathsat/Wisa/xs-08-16-4-4-5-1.smt2,unsat,1.2608,13,1,3,164,1,898,68,211,5056
mathsat/Hash/hash_sat_09_16.smt2,sat,0.9574,9,1,16,2454,3,10179,776,1321,45904
mathsat/Hash/hash_uns_03_18.smt2,unsat,0.0002,3,1,18,279,1,1196,119,172,6666
mathsat/Hash/hash_uns_03_17.smt2,unsat,0.0002,3,1,17,264,1,1133,113,163,6319
mathsat/Hash/hash_sat_05_12.smt2,sat,0.9472,5,1,12,546,3,2327,202,317,11265
mathsat/Wisa/xs-11-20-5-2-5-3.smt2,unsat,1.2926,13,1,3,224,1,1192,92,277,6505
mathsat/Hash/hash_sat_03_06.smt2,sat,0.9913,3,1,6,96,3,441,47,67,2560
mathsat/Wisa/xs-05-06-2-2-5-1.smt2,unsat,1.3099,13,1,3,104,1,604,44,145,3627
wisas/xs_6_11.smt2,unsat,1.1461,13,1,3,148,1,847,18,191,4385
20230314-Jaroslav-Bendik-Certora/72658_63104dadde9c6026353f_71_QF_UFLIA.smt2,unknown,10.0587,118,828,8,23702,2,205964,17,59043,44985
wisas/xs_19_19.smt2,sat,1.3833,13,1,3,460,1,2433,31,529,11477
mathsat/Wisa/xs-19-16-4-4-1-4.smt2,sat,1.3853,13,1,3,384,1,1976,156,453,10491
20230314-Jaroslav-Bendik-Certora/39657_2866defdd1f2434b69ab_47_QF_UFLIA.smt2,unknown,10.0185,202,952,20,2543,2,19906,20,4369,102743
mathsat/Hash/hash_uns_05_06.smt2,unsat,0.0002,5,1,6,279,1,1216,112,164,5943
20230314-Jaroslav-Bendik-Certora/41958_45c688a4814eb926c254_59_QF_UFLIA.smt2,sat,5.7580,1271,4650,32,4828,2,127367,14,40257,346643
mathsat/Wisa/xs-10-05-5-2-1-5.smt2,sat,1.3733,13,1,3,204,1,1094,84,255,6017
mathsat/Hash/hash_uns_04_07.smt2,unsat,0.0002,4,1,7,205,1,894,86,124,4599
wisas/xs_8_8.smt2,sat,1.2549,13,1,3,196,1,1091,20,243,5436
mathsat/Wisa/xs-12-05-3-3-5-4.smt2,sat,1.3812,13,1,3,244,1,1290,100,299,6987
mathsat/EufLaArithmetic/hard/hard6.smt2,unsat,0.9980,2,1,3,78,3,770,67,200,2296
mathsat/Hash/hash_sat_05_16.smt2,sat,0.9539,5,1,16,726,3,3067,262,417,14793
mathsat/Hash/hash_sat_09_10.smt2,sat,0.9666,9,1,10,1536,3,6453,506,835,28714
mathsat/Hash/hash_sat_07_08.smt2,sat,0.9418,7,1,8,734,3,3135,261,413,14408
wisas/xs_17_27.smt2,sat,1.4273,13,1,3,412,1,2189,29,477,10362
mathsat/Wisa/xs-10-12-4-1-1-4.smt2,sat,1.3768,13,1,3,204,1,1094,84,255,6018
mathsat/Hash/hash_sat_04_03.smt2,sat,0.9776,4,1,3,90,3,431,46,63,2337
mathsat/Hash/hash_sat_08_10.smt2,sat,0.9729,8,1,10,1206,3,5083,406,663,22893
mathsat/Wisa/xs-06-10-1-4-2-5.smt2,unsat,1.6608,13,1,3,124,1,702,52,167,4105
20230314-Jaroslav-Bendik-Certora/11775_ad46e5b8db4748c51973_43_QF_UFLIA.smt2,sat,1.0361,545,1699,12,5234,2,51501,19,13605,135207
mathsat/Hash/hash_sat_09_05.smt2,sat,0.9428,9,1,5,771,3,3348,281,430,15092
20230314-Jaroslav-Bendik-Certora/93493_5990a6bf5f2740164f77_50_QF_UFLIA.smt2,unknown,14.2075,1160,34159,43,209890660203570845595,3,70939638901861572697770,115,28251540823631901881216,7636151
mathsat/Hash/hash_uns_04_17.smt2,unsat,0.0004,4,1,17,485,1,2054,186,284,10409
mathsat/Wisa/xs-15-06-3-5-4-4.smt2,sat,1.3799,13,1,3,304,1,1584,124,365,8451
mathsat/Hash/hash_sat_08_14.smt2,sat,0.9277,8,1,14,1686,3,7035,550,919,31779
mathsat/Wisa/xs-13-20-2-2-4-4.smt2,sat,1.4026,13,1,3,264,1,1388,108,321,7473
wisas/xs_28_48.smt2,sat,1.4781,13,1,3,676,1,3531,40,763,16504
mathsat/Wisa/xs-06-14-3-1-5-2.smt2,unsat,1.6553,13,1,3,124,1,702,52,167,4105
mathsat/Hash/hash_sat_03_12.smt2,sat,1.0132,3,1,12,186,3,819,83,121,4632
20230314-Jaroslav-Bendik-Certora/39657_2866defdd1f2434b69ab_48_QF_UFLIA.smt2,sat,9.5857,275,2837,20,3697,2,35046,20,7910,210392
mathsat/Hash/hash_uns_04_06.smt2,unsat,0.0002,4,1,6,177,1,778,76,108,4022
mathsat/Wisa/xs-12-15-3-2-1-5.smt2,sat,1.3970,13,1,3,244,1,1290,100,299,6988
mathsat/Hash/hash_sat_07_12.smt2,sat,0.9614,7,1,12,1098,3,4619,373,609,21110
20230314-Jaroslav-Bendik-Certora/38347_092cc73601c78e45f4f9_57_QF_UFLIA.smt2,unknown,10.0124,329,1201,24,1544,1,18179,12,4493,105954
mathsat/Wisa/xs-07-10-2-4-5-3.smt2,unsat,1.2583,13,1,3,144,1,800,60,189,4580
mathsat/Wisa/xs-09-20-5-5-1-5.smt2,unsat,1.2615,13,1,3,184,1,996,76,233,5537
mathsat/Wisa/xs-15-17-2-1-1-4.smt2,sat,1.4229,13,1,3,304,1,1584,124,365,8452
mathsat/Wisa/xs-06-09-3-5-5-3.smt2,unsat,1.3441,13,1,3,124,1,702,52,167,4104
mathsat/Wisa/xs-14-20-3-5-3-5.smt2,sat,1.3924,13,1,3,284,1,1486,116,343,7958
wisas/xs_16_26.smt2,sat,1.4409,13,1,3,388,1,2067,28,451,9804
mathsat/Hash/hash_sat_10_07.smt2,sat,1.0670,10,1,7,1336,3,5677,452,727,25237
mathsat/Wisa/xs-13-16-3-1-4-1.smt2,sat,1.4029,13,1,3,264,1,1388,108,321,7473
mathsat/Wisa/xs-11-15-4-4-5-5.smt2,sat,1.4291,13,1,3,224,1,1192,92,277,6503
mathsat/Hash/hash_uns_03_20.smt2,unsat,0.0002,3,1,20,309,1,1322,131,190,7360
mathsat/Wisa/xs-06-20-5-1-5-1.smt2,unsat,1.2575,13,1,3,124,1,702,52,167,4105
mathsat/Wisa/xs-13-12-5-3-4-4.smt2,sat,1.3784,13,1,3,264,1,1388,108,321,7473
mathsat/Wisa/xs-18-17-4-5-2-4.smt2,sat,1.3880,13,1,3,364,1,1878,148,431,9979
20230314-Jaroslav-Bendik-Certora/30078_f817a923328f75af7e60_28_QF_UFLIA.smt2,unknown,12.8375,5466,127593,52,836094,2,5536045,76,577764,8787577
mathsat/Hash/hash_sat_09_11.smt2,sat,1.0857,9,1,11,1689,3,7074,551,916,31449
mathsat/Wisa/xs-13-10-4-3-1-3.smt2,sat,1.3845,13,1,3,264,1,1388,108,321,7473
mathsat/Wisa/xs-19-13-2-1-3-1.smt2,sat,1.3882,13,1,3,384,1,1976,156,453,10491
mathsat/Hash/hash_sat_10_19.smt2,sat,1.0612,10,1,19,3616,3,14917,1112,1927,67439
wisas/xs_13_18.smt2,sat,1.3731,13,1,3,316,1,1701,25,373,8130
mathsat/Wisa/xs-08-10-5-2-5-3.smt2,sat,1.4342,13,1,3,164,1,898,68,211,5054
mathsat/Wisa/xs-14-17-5-4-3-1.smt2,sat,1.4492,13,1,3,284,1,1486,116,343,7958
mathsat/Wisa/xs-19-17-2-2-5-1.smt2,sat,1.3826,13,1,3,384,1,1976,156,453,10491
mathsat/Wisa/xs-15-10-1-3-5-1.smt2,sat,1.3734,13,1,3,304,1,1584,124,365,8452
20230314-Jaroslav-Bendik-Certora/72771_f9d228efc97cf1458e38_64_QF_UFLIA.smt2,unknown,10.0233,316,3339,19,4068,2,38760,24,8710,238077
20230314-Jaroslav-Bendik-Certora/940_590f27b1c3c800d3243e_30_QF_UFLIA.smt2,unknown,10.1168,1801,5601,60,36193814981,2,1090551010374,85,238975053158,459533
mathsat/Hash/hash_uns_05_16.smt2,unsat,0.0003,5,1,16,729,1,3066,262,414,14745
mathsat/Wisa/xs-18-15-4-1-3-1.smt2,sat,1.3819,13,1,3,364,1,1878,148,431,9979
mathsat/Wisa/xs-09-10-5-1-5-2.smt2,sat,1.3761,13,1,3,184,1,996,76,233,5535
mathsat/Wisa/xs-20-08-5-3-1-5.smt2,sat,1.3794,13,1,3,404,1,2074,164,475,11002
mathsat/Wisa/xs-08-05-1-5-4-2.smt2,sat,1.3774,13,1,3,164,1,898,68,211,5053
mathsat/Wisa/xs-16-10-4-3-1-3.smt2,sat,1.3886,13,1,3,324,1,1682,132,387,8958
20230314-Jaroslav-Bendik-Certora/3106_1c933134166dbad31f79_40_QF_UFLIA.smt2,sat,0.5203,149,602,21,6257,2,53162,15,7380,68190
mathsat/Hash/hash_sat_03_19.smt2,sat,1.0507,3,1,19,291,3,1260,125,184,7061
wisas/xs_7_7.smt2,sat,1.2644,13,1,3,172,1,969,19,217,4909
mathsat/Wisa/xs-14-13-4-2-1-3.smt2,sat,1.3826,13,1,3,284,1,1486,116,343,7958
mathsat/Wisa/xs-14-06-4-4-1-2.smt2,sat,1.3862,13,1,3,284,1,1486,116,343,7957
mathsat/EufLaArithmetic/medium/medium6.smt2,unsat,1.2615,3,1,3,76,4,546,75,111,2288
mathsat/Wisa/xs-10-06-1-1-5-2.smt2,sat,1.3684,13,1,3,204,1,1094,84,255,6017
mathsat/Wisa/xs-12-20-1-1-5-2.smt2,sat,1.3765,13,1,3,244,1,1290,100,299,6988
mathsat/Wisa/xs-08-17-4-1-2-2.smt2,unsat,1.2652,13,1,3,164,1,898,68,211,5056
mathsat/Wisa/xs-13-19-4-5-5-5.smt2,sat,1.4189,13,1,3,264,1,1388,108,321,7473
mathsat/Hash/hash_uns_03_03.smt2,unsat,0.0001,3,1,3,54,1,251,29,37,1488
mathsat/Hash/hash_sat_07_05.smt2,sat,1.0967,7,1,5,461,3,2022,177,266,9401
20230314-Jaroslav-Bendik-Certora/38347_092cc73601c78e45f4f9_58_QF_UFLIA.smt2,sat,0.8534,333,1324,31,5756,2,323100,13,102423,142755
mathsat/Wisa/xs-15-09-3-5-5-3.smt2,sat,1.3856,13,1,3,304,1,1584,124,365,8451
mathsat/Hash/hash_uns_04_08.smt2,unsat,0.0002,4,1,8,233,1,1010,96,140,5176
mathsat/Hash/hash_uns_05_17.smt2,unsat,0.0003,5,1,17,774,1,3251,277,439,15627
mathsat/Wisa/xs-11-19-4-5-1-1.smt2,unsat,1.2945,13,1,3,224,1,1192,92,277,6505
mathsat/Hash/hash_sat_03_20.smt2,sat,1.1787,3,1,20,306,3,1323,131,193,7408
mathsat/Wisa/xs-15-18-4-1-3-5.smt2,sat,1.3859,13,1,3,304,1,1584,124,365,8452
mathsat/Hash/hash_sat_09_03.smt2,sat,0.9130,9,1,3,465,3,2106,191,268,9648
mathsat/Hash/hash_uns_03_19.smt2,unsat,0.0002,3,1,19,294,1,1259,125,181,7013
mathsat/Wisa/xs-14-10-3-4-2-2.smt2,sat,1.3763,13,1,3,284,1,1486,116,343,7958
wisas/xs_16_36.smt2,unsat,1.4950,13,1,3,388,1,2067,28,451,9806
TwoSquares/smtlib.598294.smt2,sat,1.3491,3,3,1,1,1,16,4,5,551
mathsat/Wisa/xs-17-07-3-4-4-3.smt2,sat,1.3701,13,1,3,344,1,1780,140,409,9466
mathsat/Wisa/xs-13-15-5-3-4-1.smt2,sat,1.3718,13,1,3,264,1,1388,108,321,7473
wisas/xs_25_35.smt2,sat,1.3821,13,1,3,604,1,3165,37,685,14828
mathsat/Hash/hash_uns_03_13.smt2,unsat,0.0001,3,1,13,204,1,881,89,127,4931
20230314-Jaroslav-Bendik-Certora/940_590f27b1c3c800d3243e_32_QF_UFLIA.smt2,unknown,10.1113,1820,5616,60,36193814981,2,1090551010555,85,238975053208,459827
mathsat/Wisa/xs-13-17-4-2-1-5.smt2,sat,1.4104,13,1,3,264,1,1388,108,321,7473
mathsat/Hash/hash_uns_04_12.smt2,unsat,0.0002,4,1,12,345,1,1474,136,204,7499
mathsat/Wisa/xs-12-14-3-5-4-4.smt2,sat,1.3950,13,1,3,244,1,1290,100,299,6988
TwoSquares/smtlib.688318.smt2,sat,1.2674,3,4,1,1,1,21,4,7,577
mathsat/Wisa/xs-06-08-5-1-5-3.smt2,sat,1.6842,13,1,3,124,1,702,52,167,4102
wisas/xs_17_17.smt2,sat,1.3880,13,1,3,412,1,2189,29,477,10362
TwoSquares/smtlib.666105.smt2,unsat,0.8025,4,3,0,0,0,22,5,8,570
mathsat/Wisa/xs-18-20-1-4-2-1.smt2,sat,1.3870,13,1,3,364,1,1878,148,431,9979
20230314-Jaroslav-Bendik-Certora/93493_4ea6163ed03941199c785278ccc42812_49_QF_UFLIA.smt2,unknown,10.3043,2415,15258,35,4121504,2,1203889233,134,390218667,2519800
20230314-Jaroslav-Bendik-Certora/41958_45c688a4814eb926c254_60_QF_UFLIA.smt2,sat,6.3820,980,2866,26,3591,2,88836,14,27833,232529
mathsat/Hash/hash_sat_10_16.smt2,sat,1.0461,10,1,16,3046,3,12607,947,1627,56735
mathsat/Hash/hash_uns_05_09.smt2,unsat,0.0003,5,1,9,414,1,1771,157,239,8571
20230314-Jaroslav-Bendik-Certora/66603_accdadf23a1cf70ae043_76_QF_UFLIA.smt2,unknown,17.8006,7974,276629,67,7118660669,2,693281859540,64,98886294544,16749567
mathsat/Hash/hash_sat_03_04.smt2,sat,0.9677,3,1,4,66,3,315,35,49,1874
wisas/xs_11_16.smt2,sat,1.3704,13,1,3,268,1,1457,23,321,7024
mathsat/Wisa/xs-13-11-5-3-5-3.smt2,sat,1.4396,13,1,3,264,1,1388,108,321,7473
wisas/xs_34_44.smt2,sat,1.3893,13,1,3,820,1,4263,46,919,19855
mathsat/Wisa/xs-07-08-4-4-4-2.smt2,sat,1.3747,13,1,3,144,1,800,60,189,4577
mathsat/Hash/hash_sat_07_07.smt2,sat,0.9936,7,1,7,643,3,2764,233,364,12739
mathsat/Wisa/xs-05-19-1-4-2-1.smt2,unsat,1.3630,13,1,3,104,1,604,44,145,3628
mathsat/Wisa/xs-15-16-2-4-2-5.smt2,sat,1.3898,13,1,3,304,1,1584,124,365,8452
mathsat/Wisa/xs-14-07-1-4-1-3.smt2,sat,1.3802,13,1,3,284,1,1486,116,343,7957
mathsat/Hash/hash_sat_04_05.smt2,sat,0.9799,4,1,5,146,3,663,66,95,3491
mathsat/Wisa/xs-19-06-4-3-2-1.smt2,sat,1.3839,13,1,3,384,1,1976,156,453,10490
wisas/xs_6_6.smt2,unsat,1.1096,13,1,3,148,1,847,18,191,4384
mathsat/Wisa/xs-17-20-5-1-5-4.smt2,sat,1.3891,13,1,3,344,1,1780,140,409,9467
20230314-Jaroslav-Bendik-Certora/940_590f27b1c3c800d3243e_33_QF_UFLIA.smt2,unknown,10.1067,1817,6013,60,36193815234,2,1090551013471,85,238975053922,483777
mathsat/Hash/hash_uns_04_19.smt2,unsat,0.0003,4,1,19,541,1,2286,206,316,11573
wisas/xs_20_30.smt2,sat,1.4170,13,1,3,484,1,2555,32,555,12036
mathsat/Wisa/xs-19-18-2-2-2-5.smt2,sat,1.3990,13,1,3,384,1,1976,156,453,10491
mathsat/Wisa/xs-17-05-2-1-1-2.smt2,sat,1.4150,13,1,3,344,1,1780,140,409,9466
mathsat/EufLaArithmetic/hard/hard19.smt2,unsat,0.9668,2,1,3,455,3,3110,444,603,11574
mathsat/Hash/hash_sat_03_11.smt2,sat,1.0179,3,1,11,171,3,756,77,112,4285
wisas/xs_20_40.smt2,unsat,2.9218,13,1,3,484,1,2555,32,555,12038
mathsat/Hash/hash_sat_05_10.smt2,sat,0.9579,5,1,10,456,3,1957,172,267,9501
mathsat/Hash/hash_uns_03_10.smt2,unsat,0.0001,3,1,10,159,1,692,71,100,3890
mathsat/Wisa/xs-16-06-4-1-3-5.smt2,sat,1.3786,13,1,3,324,1,1682,132,387,8957
20230314-Jaroslav-Bendik-Certora/83314_a702bf8b823398c9e37a_0_UFLIA.smt2,unknown,10.0369,377,1482,12,21467,2,201079,20,58138,103351
mathsat/Wisa/xs-08-12-3-1-3-4.smt2,sat,1.5116,13,1,3,164,1,898,68,211,5054
mathsat/Wisa/xs-07-11-1-1-1-1.smt2,unsat,1.2675,13,1,3,144,1,800,60,189,4580
20230314-Jaroslav-Bendik-Certora/63058_64ab9a7ef7b6c3492507_22_QF_UFLIA.smt2,unknown,10.1416,1552,15413,52,869783,2,65906082,40,24337827,1506547
wisas/xs_20_20.smt2,sat,1.4595,13,1,3,484,1,2555,32,555,12036
mathsat/Wisa/xs-09-12-5-2-1-5.smt2,sat,1.4123,13,1,3,184,1,996,76,233,5535
mathsat/Wisa/xs-18-06-4-2-1-1.smt2,sat,1.3830,13,1,3,364,1,1878,148,431,9978
mathsat/Hash/hash_uns_04_09.smt2,unsat,0.0002,4,1,9,261,1,1126,106,156,5753
20230314-Jaroslav-Bendik-Certora/44289_e5a2e5c780236919ee6a_18_QF_UFLIA.smt2,unknown,10.0583,2356,7569,23,6245788,2,35437637,38,2102172,611824
mathsat/Hash/hash_uns_03_16.smt2,unsat,0.0002,3,1,16,249,1,1070,107,154,5972
mathsat/Wisa/xs-08-09-4-5-5-4.smt2,sat,1.3769,13,1,3,164,1,898,68,211,5053
mathsat/Wisa/xs-12-18-1-3-1-2.smt2,sat,1.4494,13,1,3,244,1,1290,100,299,6988
20230314-Jaroslav-Bendik-Certora/38347_525a1ca0331f2bcbf520_54_QF_UFLIA.smt2,unknown,10.0306,1977,31420,18,1044402,2,13232262,28,4261386,1937601
wisas/xs_9_9.smt2,sat,1.2591,13,1,3,220,1,1213,21,269,5963
wisas/xs_10_15.smt2,sat,1.3801,13,1,3,244,1,1335,22,295,6493
20230314-Jaroslav-Bendik-Certora/63058_64ab9a7ef7b6c3492507_24_QF_UFLIA.smt2,unknown,10.0990,2093,18974,52,1966741,2,81272695,48,27654614,1829503
mathsat/Wisa/xs-20-11-5-1-3-4.smt2,sat,1.3869,13,1,3,404,1,2074,164,475,11003
TwoSquares/smtlib.686091.smt2,unsat,0.0001,3,3,1,2,1,47,4,19,637
mathsat/Hash/hash_uns_03_11.smt2,unsat,0.0001,3,1,11,174,1,755,77,109,4237
mathsat/Wisa/xs-12-11-1-4-4-3.smt2,sat,1.3787,13,1,3,244,1,1290,100,299,6988
mathsat/Hash/hash_sat_04_08.smt2,sat,1.0007,4,1,8,230,3,1011,96,143,5222
mathsat/Hash/hash_sat_07_18.smt2,sat,1.0048,7,1,18,1644,3,6845,541,903,31542
mathsat/Hash/hash_sat_09_09.smt2,sat,0.9578,9,1,9,1383,3,5832,461,754,25980
mathsat/Wisa/xs-11-17-5-2-4-4.smt2,unsat,1.4190,13,1,3,224,1,1192,92,277,6505
mathsat/Hash/hash_uns_05_07.smt2,unsat,0.0002,5,1,7,324,1,1401,127,189,6819
mathsat/Hash/hash_uns_05_04.smt2,unsat,0.0002,5,1,4,189,1,846,82,114,4191
20230314-Jaroslav-Bendik-Certora/38347_092cc73601c78e45f4f9_56_QF_UFLIA.smt2,unknown,10.0611,778,4244,39,58137,2,1378628,21,457861,373700
mathsat/EufLaArithmetic/hard/hard9.smt2,unsat,0.9552,2,1,3,135,3,1130,124,263,3634
mathsat/Hash/hash_uns_04_03.smt2,unsat,0.0002,4,1,3,93,1,430,46,60,2291
mathsat/Wisa/xs-18-11-5-3-1-1.smt2,sat,1.4665,13,1,3,364,1,1878,148,431,9979
mathsat/Wisa/xs-20-05-5-5-1-3.smt2,sat,1.3844,13,1,3,404,1,2074,164,475,11002
wisas/xs_23_33.smt2,sat,1.4200,13,1,3,556,1,2921,35,633,13711
mathsat/Wisa/xs-08-15-4-2-1-4.smt2,unsat,1.2657,13,1,3,164,1,898,68,211,5056
mathsat/Wisa/xs-15-13-4-5-2-4.smt2,sat,1.3811,13,1,3,304,1,1584,124,365,8452
20230314-Jaroslav-Bendik-Certora/25959_5dee2e2f6ef44465a2bea4b085818948_68_QF_UFLIA.smt2,unknown,10.1785,861,6650,60,326103,2,4481598,74,1102371,390582
mathsat/Wisa/xs-10-16-3-5-2-4.smt2,sat,1.3804,13,1,3,204,1,1094,84,255,6018
mathsat/Wisa/xs-09-07-1-3-3-2.smt2,sat,1.3890,13,1,3,184,1,996,76,233,5534
mathsat/Wisa/xs-06-13-5-3-5-5.smt2,unsat,1.7520,13,1,3,124,1,702,52,167,4105
mathsat/Wisa/xs-15-19-3-1-4-1.smt2,sat,1.3955,13,1,3,304,1,1584,124,365,8452
20230314-Jaroslav-Bendik-Certora/93493_27ab26d56d60426da02e50231269b6ff_51_QF_UFLIA.smt2,unknown,10.1698,640,4823,22,4801755,2,836094278,102,276420577,858787
mathsat/Wisa/xs-15-14-5-5-5-1.smt2,sat,1.4406,13,1,3,304,1,1584,124,365,8452
mathsat/Hash/hash_sat_04_07.smt2,sat,1.0063,4,1,7,202,3,895,86,127,4645
mathsat/Hash/hash_sat_07_15.smt2,sat,0.9801,7,1,15,1371,3,5732,457,756,26217
mathsat/Wisa/xs-12-07-3-4-1-2.smt2,sat,1.3779,13,1,3,244,1,1290,100,299,6987
mathsat/Hash/hash_sat_03_15.smt2,sat,1.0385,3,1,15,231,3,1008,101,148,5673
wisas/xs_35_45.smt2,sat,1.9123,13,1,3,844,1,4385,47,945,20413
mathsat/Wisa/xs-05-08-4-2-5-4.smt2,unsat,1.3243,13,1,3,104,1,604,44,145,3627
mathsat/Hash/hash_sat_08_03.smt2,sat,1.0487,8,1,3,366,3,1667,154,215,7741
wisas/xs_30_50.smt2,sat,2.2789,13,1,3,724,1,3775,42,815,17621
mathsat/Hash/hash_sat_09_08.smt2,sat,0.9234,9,1,8,1230,3,5211,416,673,23258
TwoSquares/smtlib.686056.smt2,unsat,0.0001,3,4,1,4,1,82,4,34,741
mathsat/Hash/hash_sat_04_10.smt2,sat,1.0085,4,1,10,286,3,1243,116,175,6383
20230314-Jaroslav-Bendik-Certora/83314_a702bf8b823398c9e37a_1_UFLIA.smt2,unknown,10.0877,763,3067,19,57680,2,589865,32,167587,181457
mathsat/Wisa/xs-05-17-1-5-1-5.smt2,unsat,1.2429,13,1,3,104,1,604,44,145,3628
mathsat/Hash/hash_sat_10_12.smt2,sat,1.0208,10,1,12,2286,3,9527,727,1227,42463
20230314-Jaroslav-Bendik-Certora/52759_bec3a2272267494faeecb6bfaf253e3b_10_QF_UFLIA.smt2,unknown,10.0964,1522,18067,61,31423,2,369795,58,100963,1150351
wisas/xs_38_48.smt2,sat,1.2762,13,1,3,916,1,4751,50,1023,22089
mathsat/Wisa/xs-13-14-4-5-4-2.smt2,sat,1.3767,13,1,3,264,1,1388,108,321,7473
mathsat/Wisa/xs-11-05-3-1-5-3.smt2,sat,1.3815,13,1,3,224,1,1192,92,277,6502
wisas/xs_23_23.smt2,sat,1.3813,13,1,3,556,1,2921,35,633,13711
mathsat/Wisa/xs-10-19-3-4-2-4.smt2,unsat,1.2835,13,1,3,204,1,1094,84,255,6020
mathsat/Hash/hash_sat_10_10.smt2,sat,1.0379,10,1,10,1906,3,7987,617,1027,35327
mathsat/Hash/hash_sat_03_07.smt2,sat,0.9919,3,1,7,111,3,504,53,76,2903
mathsat/Hash/hash_sat_06_10.smt2,sat,0.9454,6,1,10,666,3,2835,239,379,13292
TwoSquares/smtlib.606727.smt2,unsat,0.7974,3,2,0,0,0,16,5,5,517
mathsat/Wisa/xs-14-12-4-4-1-3.smt2,sat,1.3728,13,1,3,284,1,1486,116,343,7958
wisas/xs_14_19.smt2,sat,1.3688,13,1,3,340,1,1823,26,399,8688
mathsat/Wisa/xs-06-19-3-3-4-4.smt2,unsat,1.2707,13,1,3,124,1,702,52,167,4105
mathsat/Hash/hash_uns_05_13.smt2,unsat,0.0003,5,1,13,594,1,2511,217,339,12099
wisas/xs_34_54.smt2,sat,2.0138,13,1,3,820,1,4263,46,919,19855
wisas/xs_11_21.smt2,unsat,1.2856,13,1,3,268,1,1457,23,321,7026
mathsat/Wisa/xs-07-20-2-5-1-4.smt2,unsat,1.2635,13,1,3,144,1,800,60,189,4580
