filepath,result,solve_time_seconds
mathsat/Wisa/xs-08-19-2-2-3-1.smt2,unsat,1.2536
mathsat/Wisa/xs-08-20-3-2-4-5.smt2,unsat,1.3819
mathsat/Wisa/xs-09-05-2-4-4-5.smt2,sat,1.3782
mathsat/Wisa/xs-09-06-1-5-3-2.smt2,sat,1.3706
mathsat/Wisa/xs-09-07-1-3-3-2.smt2,sat,1.3890
mathsat/Wisa/xs-09-08-1-1-5-3.smt2,sat,1.4588
mathsat/Wisa/xs-09-10-5-1-5-2.smt2,sat,1.3761
mathsat/Wisa/xs-09-11-2-4-1-5.smt2,sat,1.3797
mathsat/Wisa/xs-09-12-5-2-1-5.smt2,sat,1.4123
mathsat/Wisa/xs-09-13-2-3-1-3.smt2,unsat,1.2731
mathsat/Wisa/xs-09-15-5-3-2-3.smt2,unsat,1.2713
mathsat/Wisa/xs-09-16-3-4-1-5.smt2,unsat,1.2706
mathsat/Wisa/xs-09-17-2-1-4-1.smt2,unsat,1.2651
mathsat/Wisa/xs-09-18-1-3-4-5.smt2,unsat,1.2659
mathsat/Wisa/xs-09-20-5-5-1-5.smt2,unsat,1.2615
mathsat/Wisa/xs-10-05-5-2-1-5.smt2,sat,1.3733
mathsat/Wisa/xs-10-06-1-1-5-2.smt2,sat,1.3684
mathsat/Wisa/xs-10-07-4-1-1-5.smt2,sat,1.3754
mathsat/Wisa/xs-10-08-2-2-4-5.smt2,sat,1.3714
mathsat/Wisa/xs-10-09-1-4-4-1.smt2,sat,1.4322
mathsat/Wisa/xs-10-11-1-3-5-5.smt2,sat,1.3765
mathsat/Wisa/xs-10-12-4-1-1-4.smt2,sat,1.3768
mathsat/Wisa/xs-10-13-5-5-4-5.smt2,sat,1.3865
mathsat/Wisa/xs-10-14-2-1-4-4.smt2,sat,1.3879
mathsat/Wisa/xs-10-16-3-5-2-4.smt2,sat,1.3804
mathsat/Wisa/xs-10-17-5-2-2-5.smt2,unsat,1.2865
mathsat/Wisa/xs-10-18-2-2-5-3.smt2,unsat,1.2771
mathsat/Wisa/xs-10-19-3-4-2-4.smt2,unsat,1.2835
mathsat/Wisa/xs-11-05-3-1-5-3.smt2,sat,1.3815
mathsat/Wisa/xs-11-06-4-4-5-5.smt2,sat,1.3794
mathsat/Wisa/xs-11-07-3-4-2-3.smt2,sat,1.3812
mathsat/Wisa/xs-11-08-3-4-3-5.smt2,sat,1.3670
mathsat/Wisa/xs-11-09-1-2-1-3.smt2,sat,1.3806
mathsat/Wisa/xs-11-10-2-5-3-2.smt2,sat,1.3745
mathsat/Wisa/xs-11-12-5-4-4-2.smt2,sat,1.3845
mathsat/Wisa/xs-11-13-4-4-5-2.smt2,sat,1.3818
mathsat/Wisa/xs-11-14-5-3-1-2.smt2,sat,1.4102
mathsat/Wisa/xs-11-15-4-4-5-5.smt2,sat,1.4291
mathsat/Wisa/xs-11-17-5-2-4-4.smt2,unsat,1.4190
mathsat/Wisa/xs-11-18-3-3-4-1.smt2,unsat,1.3540
mathsat/Wisa/xs-11-19-4-5-1-1.smt2,unsat,1.2945
mathsat/Wisa/xs-11-20-5-2-5-3.smt2,unsat,1.2926
mathsat/Wisa/xs-12-05-3-3-5-4.smt2,sat,1.3812
mathsat/Wisa/xs-12-06-3-4-5-1.smt2,sat,1.4326
mathsat/Wisa/xs-12-07-3-4-1-2.smt2,sat,1.3779
mathsat/Wisa/xs-12-08-5-2-5-3.smt2,sat,1.3815
mathsat/Wisa/xs-12-09-5-5-2-4.smt2,sat,1.3702
mathsat/Wisa/xs-12-10-4-4-3-1.smt2,sat,1.3865
mathsat/Wisa/xs-12-11-1-4-4-3.smt2,sat,1.3787
mathsat/Wisa/xs-12-13-3-4-2-3.smt2,sat,1.4793
mathsat/Wisa/xs-12-14-3-5-4-4.smt2,sat,1.3950
mathsat/Wisa/xs-12-15-3-2-1-5.smt2,sat,1.3970
mathsat/Wisa/xs-12-16-5-2-2-3.smt2,sat,1.3764
mathsat/Wisa/xs-12-18-1-3-1-2.smt2,sat,1.4494
mathsat/Wisa/xs-12-19-1-4-1-2.smt2,sat,1.3833
mathsat/Wisa/xs-12-20-1-1-5-2.smt2,sat,1.3765
mathsat/Wisa/xs-13-05-5-4-1-5.smt2,sat,1.3897
mathsat/Wisa/xs-13-06-1-1-2-4.smt2,sat,1.3826
mathsat/Wisa/xs-13-07-1-5-2-3.smt2,sat,1.3800
mathsat/Wisa/xs-13-08-3-2-1-3.smt2,sat,1.3900
mathsat/Wisa/xs-13-09-3-2-3-2.smt2,sat,1.3855
mathsat/Wisa/xs-13-10-4-3-1-3.smt2,sat,1.3845
mathsat/Wisa/xs-13-11-5-3-5-3.smt2,sat,1.4396
mathsat/Wisa/xs-13-12-5-3-4-4.smt2,sat,1.3784
mathsat/Wisa/xs-13-14-4-5-4-2.smt2,sat,1.3767
mathsat/Wisa/xs-13-15-5-3-4-1.smt2,sat,1.3718
mathsat/Wisa/xs-13-16-3-1-4-1.smt2,sat,1.4029
mathsat/Wisa/xs-13-17-4-2-1-5.smt2,sat,1.4104
mathsat/Wisa/xs-13-19-4-5-5-5.smt2,sat,1.4189
mathsat/Wisa/xs-13-20-2-2-4-4.smt2,sat,1.4026
mathsat/Wisa/xs-14-05-1-4-4-5.smt2,sat,1.3831
mathsat/Wisa/xs-14-06-4-4-1-2.smt2,sat,1.3862
mathsat/Wisa/xs-14-07-1-4-1-3.smt2,sat,1.3802
mathsat/Wisa/xs-14-08-5-1-1-4.smt2,sat,1.3858
mathsat/Wisa/xs-14-09-3-3-4-4.smt2,sat,1.3788
mathsat/Wisa/xs-14-10-3-4-2-2.smt2,sat,1.3763
mathsat/Wisa/xs-14-11-4-2-2-1.smt2,sat,1.3802
mathsat/Wisa/xs-14-12-4-4-1-3.smt2,sat,1.3728
mathsat/Wisa/xs-14-13-4-2-1-3.smt2,sat,1.3826
mathsat/Wisa/xs-14-15-1-1-3-3.smt2,sat,1.4478
mathsat/Wisa/xs-14-16-4-1-1-5.smt2,sat,1.6408
mathsat/Wisa/xs-14-17-5-4-3-1.smt2,sat,1.4492
mathsat/Wisa/xs-14-18-5-5-3-2.smt2,sat,1.3956
mathsat/Wisa/xs-14-20-3-5-3-5.smt2,sat,1.3924
mathsat/Wisa/xs-15-05-2-1-2-3.smt2,sat,1.3750
mathsat/Wisa/xs-15-06-3-5-4-4.smt2,sat,1.3799
mathsat/Wisa/xs-15-07-3-1-5-5.smt2,sat,1.3778
mathsat/Wisa/xs-15-08-4-5-4-1.smt2,sat,1.3792
mathsat/Wisa/xs-15-09-3-5-5-3.smt2,sat,1.3856
mathsat/Wisa/xs-15-10-1-3-5-1.smt2,sat,1.3734
mathsat/Wisa/xs-15-11-5-2-2-2.smt2,sat,1.3752
mathsat/Wisa/xs-15-12-2-2-3-4.smt2,sat,1.4368
mathsat/Wisa/xs-15-13-4-5-2-4.smt2,sat,1.3811
mathsat/Wisa/xs-15-14-5-5-5-1.smt2,sat,1.4406
mathsat/Wisa/xs-15-16-2-4-2-5.smt2,sat,1.3898
mathsat/Wisa/xs-15-17-2-1-1-4.smt2,sat,1.4229
mathsat/Wisa/xs-15-18-4-1-3-5.smt2,sat,1.3859
mathsat/Wisa/xs-15-19-3-1-4-1.smt2,sat,1.3955
mathsat/Wisa/xs-16-05-5-3-1-1.smt2,sat,1.3765
mathsat/Wisa/xs-16-06-4-1-3-5.smt2,sat,1.3786
mathsat/Wisa/xs-16-07-1-1-4-2.smt2,sat,1.3838
mathsat/Wisa/xs-16-08-1-4-4-5.smt2,sat,1.3789
mathsat/Wisa/xs-16-09-4-2-1-5.smt2,sat,1.3803
mathsat/Wisa/xs-16-10-4-3-1-3.smt2,sat,1.3886
mathsat/Wisa/xs-16-11-2-1-5-2.smt2,sat,1.3749
mathsat/Wisa/xs-16-12-2-5-3-4.smt2,sat,1.3896
mathsat/Wisa/xs-16-13-4-1-4-5.smt2,sat,1.3726
mathsat/Wisa/xs-16-14-2-4-1-4.smt2,sat,1.3812
mathsat/Wisa/xs-16-15-2-3-4-4.smt2,sat,1.3872
mathsat/Wisa/xs-16-17-5-5-3-5.smt2,sat,1.3974
mathsat/Wisa/xs-16-18-1-4-4-3.smt2,sat,1.3776
mathsat/Wisa/xs-16-19-3-4-4-1.smt2,sat,1.4040
mathsat/Wisa/xs-16-20-5-1-4-4.smt2,sat,1.3796
mathsat/Wisa/xs-17-05-2-1-1-2.smt2,sat,1.4150
mathsat/Wisa/xs-17-06-5-5-4-1.smt2,sat,1.3839
mathsat/Wisa/xs-17-07-3-4-4-3.smt2,sat,1.3701
mathsat/Wisa/xs-17-08-5-3-2-5.smt2,sat,1.3862
mathsat/Wisa/xs-17-09-4-3-5-5.smt2,sat,1.3880
mathsat/Wisa/xs-17-10-5-3-2-1.smt2,sat,1.3809
mathsat/Wisa/xs-17-11-3-3-4-5.smt2,sat,1.3813
mathsat/Wisa/xs-17-12-3-4-4-1.smt2,sat,1.3801
mathsat/Wisa/xs-17-13-4-4-2-1.smt2,sat,1.3839
mathsat/Wisa/xs-17-14-2-4-3-1.smt2,sat,1.3799
mathsat/Wisa/xs-17-15-2-2-2-4.smt2,sat,1.4350
mathsat/Wisa/xs-17-16-4-4-1-4.smt2,sat,1.3880
mathsat/Wisa/xs-17-18-4-2-3-1.smt2,sat,1.4487
mathsat/Wisa/xs-17-19-3-3-3-4.smt2,sat,1.3787
mathsat/Wisa/xs-17-20-5-1-5-4.smt2,sat,1.3891
mathsat/Wisa/xs-18-05-5-4-4-2.smt2,sat,1.3737
mathsat/Wisa/xs-18-06-4-2-1-1.smt2,sat,1.3830
mathsat/Wisa/xs-18-07-1-2-1-1.smt2,sat,1.3787
mathsat/Wisa/xs-18-08-4-5-2-5.smt2,sat,1.3863
mathsat/Wisa/xs-18-09-1-5-4-4.smt2,sat,1.4073
mathsat/Wisa/xs-18-10-4-5-2-3.smt2,sat,1.3817
mathsat/Wisa/xs-18-11-5-3-1-1.smt2,sat,1.4665
mathsat/Wisa/xs-18-12-3-4-4-3.smt2,sat,1.3763
mathsat/Wisa/xs-18-13-5-4-1-2.smt2,sat,1.4307
mathsat/Wisa/xs-18-14-3-5-2-3.smt2,sat,1.3868
mathsat/Wisa/xs-18-15-4-1-3-1.smt2,sat,1.3819
mathsat/Wisa/xs-18-16-2-2-1-4.smt2,sat,1.3840
mathsat/Wisa/xs-18-17-4-5-2-4.smt2,sat,1.3880
mathsat/Wisa/xs-18-19-4-1-1-5.smt2,sat,1.4142
mathsat/Wisa/xs-18-20-1-4-2-1.smt2,sat,1.3870
mathsat/Wisa/xs-19-05-2-5-4-2.smt2,sat,1.4355
mathsat/Wisa/xs-19-06-4-3-2-1.smt2,sat,1.3839
mathsat/Wisa/xs-19-07-4-2-4-4.smt2,sat,1.3743
mathsat/Wisa/xs-19-08-4-1-1-1.smt2,sat,1.4007
mathsat/Wisa/xs-19-09-4-2-3-5.smt2,sat,1.3999
mathsat/Wisa/xs-19-10-3-5-2-5.smt2,sat,1.3767
mathsat/Wisa/xs-19-11-4-4-1-3.smt2,sat,1.3899
mathsat/Wisa/xs-19-12-4-2-4-5.smt2,sat,1.3840
mathsat/Wisa/xs-19-13-2-1-3-1.smt2,sat,1.3882
mathsat/Wisa/xs-19-14-3-3-5-3.smt2,sat,1.3837
mathsat/Wisa/xs-19-15-3-1-3-4.smt2,sat,1.3849
mathsat/Wisa/xs-19-16-4-4-1-4.smt2,sat,1.3853
mathsat/Wisa/xs-19-17-2-2-5-1.smt2,sat,1.3826
mathsat/Wisa/xs-19-18-2-2-2-5.smt2,sat,1.3990
mathsat/Wisa/xs-19-20-1-1-2-2.smt2,sat,1.3918
mathsat/Wisa/xs-20-05-5-5-1-3.smt2,sat,1.3844
mathsat/Wisa/xs-20-06-2-3-1-3.smt2,sat,1.3935
mathsat/Wisa/xs-20-07-5-1-2-1.smt2,sat,1.3803
mathsat/Wisa/xs-20-08-5-3-1-5.smt2,sat,1.3794
mathsat/Wisa/xs-20-09-1-5-4-2.smt2,sat,1.3823
mathsat/Wisa/xs-20-10-5-5-5-4.smt2,sat,1.3922
mathsat/Wisa/xs-20-11-5-1-3-4.smt2,sat,1.3869
mathsat/Wisa/xs-20-12-3-1-5-2.smt2,sat,1.3755
mathsat/Wisa/xs-20-13-2-5-2-3.smt2,sat,1.3894
mathsat/Wisa/xs-20-14-2-3-3-3.smt2,sat,1.3873
mathsat/Wisa/xs-20-15-2-2-4-2.smt2,sat,1.3819
mathsat/Wisa/xs-20-16-4-4-4-1.smt2,sat,1.4240
mathsat/Wisa/xs-20-17-5-4-5-4.smt2,sat,1.4926
mathsat/Wisa/xs-20-18-3-4-5-4.smt2,sat,1.5254
mathsat/Wisa/xs-20-19-2-2-2-5.smt2,sat,1.5001
TwoSquares/smtlib.598294.smt2,sat,1.3491
TwoSquares/smtlib.602033.smt2,unsat,0.0001
TwoSquares/smtlib.602046.smt2,unsat,0.0001
TwoSquares/smtlib.602059.smt2,unsat,0.0001
TwoSquares/smtlib.604654.smt2,sat,1.3224
TwoSquares/smtlib.606691.smt2,unsat,0.8030
TwoSquares/smtlib.606709.smt2,unsat,0.8057
TwoSquares/smtlib.606727.smt2,unsat,0.7974
TwoSquares/smtlib.621344.smt2,sat,0.9444
TwoSquares/smtlib.639533.smt2,sat,1.2935
TwoSquares/smtlib.666078.smt2,unsat,0.8385
TwoSquares/smtlib.666105.smt2,unsat,0.8025
TwoSquares/smtlib.666132.smt2,unsat,0.8097
TwoSquares/smtlib.675451.smt2,unsat,1.1964
TwoSquares/smtlib.675482.smt2,unsat,1.1779
TwoSquares/smtlib.675513.smt2,unsat,1.1866
TwoSquares/smtlib.686056.smt2,unsat,0.0001
TwoSquares/smtlib.686091.smt2,unsat,0.0001
TwoSquares/smtlib.686126.smt2,unsat,0.0001
TwoSquares/smtlib.688318.smt2,sat,1.2674
TwoSquares/smtlib.769286.smt2,unsat,0.8407
wisas/xs_10_10.smt2,sat,1.4083
wisas/xs_10_15.smt2,sat,1.3801
wisas/xs_10_20.smt2,unsat,1.2665
wisas/xs_11_11.smt2,sat,1.3892
wisas/xs_11_16.smt2,sat,1.3704
wisas/xs_11_21.smt2,unsat,1.2856
wisas/xs_12_12.smt2,sat,1.3733
wisas/xs_12_17.smt2,sat,1.3701
wisas/xs_12_22.smt2,unsat,1.3045
wisas/xs_13_13.smt2,sat,1.3744
wisas/xs_13_18.smt2,sat,1.3731
wisas/xs_13_23.smt2,unsat,1.3420
wisas/xs_14_14.smt2,sat,1.3746
wisas/xs_14_19.smt2,sat,1.3688
wisas/xs_14_24.smt2,sat,1.3899
wisas/xs_15_15.smt2,sat,1.3717
wisas/xs_15_20.smt2,sat,1.3652
wisas/xs_15_25.smt2,unsat,1.4479
wisas/xs_16_16.smt2,sat,1.3772
wisas/xs_16_26.smt2,sat,1.4409
wisas/xs_16_36.smt2,unsat,1.4950
wisas/xs_17_17.smt2,sat,1.3880
wisas/xs_17_27.smt2,sat,1.4273
wisas/xs_17_37.smt2,unsat,1.6143
wisas/xs_18_18.smt2,sat,1.3678
wisas/xs_18_28.smt2,sat,1.4468
wisas/xs_18_38.smt2,unsat,1.8765
wisas/xs_19_19.smt2,sat,1.3833
wisas/xs_19_29.smt2,sat,1.4048
wisas/xs_19_39.smt2,unsat,2.3553
wisas/xs_20_20.smt2,sat,1.4595
wisas/xs_20_30.smt2,sat,1.4170
wisas/xs_20_40.smt2,unsat,2.9218
wisas/xs_21_21.smt2,sat,1.3996
wisas/xs_21_31.smt2,sat,1.4348
wisas/xs_21_41.smt2,unsat,3.5187
wisas/xs_22_22.smt2,sat,1.3759
wisas/xs_22_32.smt2,sat,1.4080
wisas/xs_22_42.smt2,unsat,5.6809
wisas/xs_23_23.smt2,sat,1.3813
wisas/xs_23_33.smt2,sat,1.4200
wisas/xs_23_43.smt2,unsat,9.4948
wisas/xs_24_24.smt2,sat,1.3961
wisas/xs_24_34.smt2,sat,1.4330
wisas/xs_24_44.smt2,sat,2.1492
wisas/xs_25_25.smt2,sat,1.3766
wisas/xs_25_35.smt2,sat,1.3821
wisas/xs_25_45.smt2,unknown,10.0098
wisas/xs_26_26.smt2,sat,1.3886
wisas/xs_26_36.smt2,sat,1.5454
wisas/xs_26_46.smt2,sat,1.9249
wisas/xs_27_27.smt2,sat,1.3857
wisas/xs_27_37.smt2,sat,1.4277
wisas/xs_27_47.smt2,sat,1.5191
wisas/xs_28_28.smt2,sat,1.3786
wisas/xs_28_38.smt2,sat,1.5108
wisas/xs_28_48.smt2,sat,1.4781
wisas/xs_29_29.smt2,sat,1.3893
wisas/xs_29_39.smt2,sat,1.4466
wisas/xs_29_49.smt2,sat,1.6250
wisas/xs_30_30.smt2,sat,1.3943
wisas/xs_30_40.smt2,sat,1.6468
wisas/xs_30_50.smt2,sat,2.2789
wisas/xs_31_31.smt2,sat,1.3916
wisas/xs_31_41.smt2,sat,1.4364
wisas/xs_31_51.smt2,sat,1.5367
wisas/xs_32_32.smt2,sat,1.3817
wisas/xs_32_42.smt2,sat,1.4059
wisas/xs_32_52.smt2,sat,1.4717
wisas/xs_33_33.smt2,sat,1.3944
wisas/xs_33_43.smt2,sat,1.5490
wisas/xs_33_53.smt2,sat,1.4985
wisas/xs_34_34.smt2,sat,1.5062
wisas/xs_34_44.smt2,sat,1.3893
wisas/xs_34_54.smt2,sat,2.0138
wisas/xs_35_35.smt2,sat,1.8863
wisas/xs_35_45.smt2,sat,1.9123
wisas/xs_35_55.smt2,sat,1.8403
wisas/xs_36_36.smt2,sat,1.5061
wisas/xs_36_46.smt2,sat,1.3856
wisas/xs_36_56.smt2,sat,1.4238
wisas/xs_37_37.smt2,sat,1.2747
wisas/xs_37_47.smt2,sat,1.3058
wisas/xs_37_57.smt2,sat,1.2800
wisas/xs_38_38.smt2,sat,1.2782
wisas/xs_38_48.smt2,sat,1.2762
wisas/xs_38_58.smt2,sat,1.6100
wisas/xs_39_39.smt2,sat,1.2740
wisas/xs_39_49.smt2,sat,1.3363
wisas/xs_39_59.smt2,sat,1.3212
wisas/xs_40_40.smt2,sat,1.2842
wisas/xs_40_50.smt2,sat,1.2700
wisas/xs_40_60.smt2,sat,1.6619
wisas/xs_5_10.smt2,unsat,1.0910
wisas/xs_5_15.smt2,unsat,1.1047
wisas/xs_5_5.smt2,unsat,1.0948
wisas/xs_6_11.smt2,unsat,1.1461
wisas/xs_6_16.smt2,unsat,1.1452
wisas/xs_6_6.smt2,unsat,1.1096
wisas/xs_7_12.smt2,unsat,1.3913
wisas/xs_7_17.smt2,unsat,1.1122
wisas/xs_7_7.smt2,sat,1.2644
wisas/xs_8_13.smt2,unsat,1.1481
wisas/xs_8_18.smt2,unsat,1.1479
wisas/xs_8_8.smt2,sat,1.2549
wisas/xs_9_14.smt2,unsat,1.1556
wisas/xs_9_19.smt2,unsat,1.1571
wisas/xs_9_9.smt2,sat,1.2591
